datetime_local,settlementDate,settlementPeriod,systemSellPrice,systemBuyPrice,BIOMASS,CCGT,COAL,INTELE,INTELEC,INTEW,INTFR,INTGRNL,INTIFA2,INTIRL,INTNED,INTNEM,INTNSL,INTVKL,NPSHYD,NUCLEAR,OCGT,OIL,OTHER,PS,WIND,initialDemandOutturn,initialTransmissionSystemDemandOutturn,solar_generation_mw,temperature_2m,wind_speed_10m,cloud_cover,gas_price_close,gas_price_high,gas_price_low,sentiment_score,article_count,systemSellPrice_lag_1,systemBuyPrice_lag_1,systemSellPrice_lag_2,systemSellPrice_lag_48,systemSellPrice_rolling_24h_mean,systemSellPrice_rolling_24h_std,systemSellPrice_rolling_7d_mean,gas_price_close_lag_48,gas_price_close_lag_96,gas_price_day_change,total_interconnector_imports,daily_sentiment_lag_48,article_count_lag_48,hour,day_of_week,month,is_weekend
2020-01-08 05:00:00+00:00,2020-01-08,11,21.65,21.65,1780.0,3610.0,815.0,0.0,0.0,-110.0,-756.0,0.0,0.0,-254.0,408.0,-174.0,0.0,0.0,604.0,6693.0,3.0,0.0,92.0,-530.0,11060.0,22619.0,25043.0,0.0,10.1,19.5,91.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,29.0,29.0,28.26,0.0,28.5575,21.43008816415379,27.96987148809524,11.93000030517578,12.279999732971191,-0.3499994277954101,-886.0,-0.20134310996426,35.0,5,2,1,0
2020-01-08 05:30:00+00:00,2020-01-08,12,31.7,31.7,1905.0,4209.0,1041.0,0.0,0.0,-16.0,-756.0,0.0,0.0,-224.0,454.0,-174.0,0.0,0.0,602.0,6684.0,3.0,0.0,107.0,-196.0,10895.0,24003.0,25970.0,0.0,9.7,18.6,89.5,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,21.65,21.65,29.0,0.0,29.00854166666667,21.0405412103339,28.01644886904761,11.93000030517578,12.279999732971191,-0.3499994277954101,-716.0,-0.20134310996426,35.0,5,2,1,0
2020-01-08 06:00:00+00:00,2020-01-08,13,48.95,48.95,2205.0,5868.0,1441.0,0.0,0.0,26.0,-316.0,0.0,0.0,-80.0,348.0,212.0,0.0,0.0,603.0,6678.0,3.0,0.0,89.0,-12.0,10764.0,27432.0,28439.0,0.0,9.3,17.7,88.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,31.7,31.7,21.65,2.5,29.668958333333336,20.603614043604136,28.092936964285716,11.93000030517578,12.279999732971191,-0.3499994277954101,190.0,-0.20134310996426,35.0,6,2,1,0
2020-01-08 06:30:00+00:00,2020-01-08,14,7.0,7.0,2091.0,8778.0,2079.0,0.0,0.0,0.0,-322.0,0.0,0.0,-52.0,328.0,218.0,0.0,0.0,605.0,6685.0,4.0,0.0,98.0,-14.0,10987.0,30814.0,31802.0,0.0,9.05,17.35,90.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,48.95,48.95,31.7,2.5,30.63666666666667,20.390118104416583,28.16772863095238,11.93000030517578,12.279999732971191,-0.3499994277954101,172.0,-0.20134310996426,35.0,6,2,1,0
2020-01-08 07:00:00+00:00,2020-01-08,15,50.0,50.0,2188.0,13134.0,2743.0,0.0,0.0,-72.0,-946.0,0.0,0.0,-132.0,-432.0,2.0,0.0,0.0,656.0,6685.0,3.0,0.0,119.0,30.0,11019.0,34430.0,36623.0,0.0,8.8,17.0,92.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,7.0,7.0,48.95,52.5,30.73041666666667,20.26797767345404,28.09424648809524,11.93000030517578,12.279999732971191,-0.3499994277954101,-1580.0,-0.20134310996426,35.0,7,2,1,0
2020-01-08 07:30:00+00:00,2020-01-08,16,50.0,50.0,2204.0,15040.0,2944.0,0.0,0.0,-210.0,-962.0,0.0,0.0,-268.0,-474.0,0.0,0.0,0.0,685.0,6681.0,3.0,0.0,133.0,76.0,11145.0,36458.0,38983.0,0.0,8.8,16.65,65.5,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,50.0,50.0,7.0,54.0,30.678333333333335,20.21398560859281,28.171686964285712,11.93000030517578,12.279999732971191,-0.3499994277954101,-1914.0,-0.20134310996426,35.0,7,2,1,0
2020-01-08 08:00:00+00:00,2020-01-08,17,54.5,54.5,2192.0,16907.0,2994.0,0.0,0.0,-362.0,-404.0,0.0,0.0,-400.0,-788.0,-324.0,0.0,0.0,747.0,6680.0,2.0,0.0,158.0,216.0,10327.0,37305.0,40212.0,0.0,8.8,16.3,39.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,50.0,50.0,50.0,54.0,30.595,20.12383914981582,28.16573458333333,11.93000030517578,12.279999732971191,-0.3499994277954101,-2278.0,-0.20134310996426,35.0,8,2,1,0
2020-01-08 08:30:00+00:00,2020-01-08,18,50.0,50.0,2205.0,17644.0,2924.0,0.0,0.0,-508.0,-388.0,0.0,0.0,-448.0,-796.0,-330.0,0.0,0.0,722.0,6678.0,80.0,0.0,138.0,18.0,9756.0,37058.0,40141.0,0.813,8.3,15.65,59.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,54.5,54.5,50.0,51.75,30.60541666666667,20.136337531547227,28.173175059523807,11.93000030517578,12.279999732971191,-0.3499994277954101,-2470.0,-0.20134310996426,35.0,8,2,1,0
2020-01-08 09:00:00+00:00,2020-01-08,19,50.0,50.0,2215.0,17763.0,2928.0,0.0,0.0,-536.0,612.0,0.0,0.0,-446.0,-1014.0,-450.0,0.0,0.0,772.0,6684.0,95.0,0.0,141.0,108.0,9278.0,37497.0,40556.0,123.697,7.8,15.0,79.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,50.0,50.0,54.5,51.75,30.568958333333335,20.09878838727661,28.167222678571427,11.93000030517578,12.279999732971191,-0.3499994277954101,-1834.0,-0.20134310996426,35.0,9,2,1,0
2020-01-08 09:30:00+00:00,2020-01-08,20,51.5,51.5,2214.0,18262.0,2924.0,0.0,0.0,-536.0,658.0,0.0,0.0,-454.0,-1018.0,-450.0,0.0,0.0,745.0,6616.0,96.0,0.0,140.0,34.0,9077.0,37635.0,40705.0,387.505,7.75,15.0,58.5,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,50.0,50.0,50.0,51.75,30.5325,20.061101293458023,28.161270297619044,11.93000030517578,12.279999732971191,-0.3499994277954101,-1800.0,-0.20134310996426,35.0,9,2,1,0
2020-01-08 10:00:00+00:00,2020-01-08,21,50.0,50.0,2218.0,18358.0,2924.0,0.0,0.0,-536.0,890.0,0.0,0.0,-456.0,-1066.0,-122.0,0.0,0.0,760.0,6480.0,64.0,0.0,113.0,2.0,8676.0,37674.0,40464.0,602.53,7.7,15.0,38.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,51.5,51.5,50.0,56.0,30.52729166666667,20.05550720138013,28.16275839285714,11.93000030517578,12.279999732971191,-0.3499994277954101,-1290.0,-0.20134310996426,35.0,10,2,1,0
2020-01-08 10:30:00+00:00,2020-01-08,22,14.0,14.0,2223.0,18424.0,2922.0,0.0,0.0,-536.0,892.0,0.0,0.0,-456.0,-1068.0,-116.0,0.0,0.0,765.0,6476.0,2.0,0.0,107.0,-8.0,8986.0,37958.0,40729.0,754.841,7.949999999999999,14.9,32.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,50.0,50.0,51.5,56.0,30.40229166666667,19.911546873406,28.157103630952378,11.93000030517578,12.279999732971191,-0.3499994277954101,-1284.0,-0.20134310996426,35.0,10,2,1,0
2020-01-08 11:00:00+00:00,2020-01-08,23,4.5,4.5,2228.0,18442.0,2920.0,0.0,0.0,-536.0,442.0,0.0,0.0,-438.0,-302.0,-274.0,0.0,0.0,677.0,6476.0,3.0,0.0,106.0,12.0,8789.0,37918.0,40076.0,1052.32,8.2,14.8,26.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,14.0,14.0,50.0,51.5,29.52729166666667,19.68427299005893,28.04698458333333,11.93000030517578,12.279999732971191,-0.3499994277954101,-1108.0,-0.20134310996426,35.0,11,2,1,0
2020-01-08 11:30:00+00:00,2020-01-08,24,4.5,4.5,2222.0,18445.0,2920.0,0.0,0.0,-536.0,430.0,0.0,0.0,-446.0,-244.0,-276.0,0.0,0.0,700.0,6476.0,3.0,0.0,103.0,-10.0,8833.0,37959.0,40068.0,1319.11,8.399999999999999,14.05,58.5,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,4.5,4.5,14.0,50.0,28.548125,19.736920221094017,27.984216726190475,11.93000030517578,12.279999732971191,-0.3499994277954101,-1072.0,-0.20134310996426,35.0,11,2,1,0
2020-01-08 12:00:00+00:00,2020-01-08,25,51.95,51.95,2197.0,19341.0,3064.0,0.0,0.0,-536.0,414.0,0.0,0.0,-456.0,-256.0,-520.0,0.0,0.0,722.0,6475.0,3.0,0.0,79.0,-10.0,8289.0,38138.0,40515.0,1300.71,8.6,13.3,91.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,4.5,4.5,4.5,43.26,27.600208333333335,19.77730382949568,27.975288154761905,11.93000030517578,12.279999732971191,-0.3499994277954101,-1354.0,-0.20134310996426,35.0,12,2,1,0
2020-01-08 12:30:00+00:00,2020-01-08,26,51.95,51.95,2221.0,19610.0,3209.0,0.0,0.0,-536.0,414.0,0.0,0.0,-442.0,-258.0,-522.0,0.0,0.0,735.0,6476.0,3.0,0.0,72.0,-202.0,8134.0,38233.0,40776.0,1330.57,9.0,13.35,94.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,51.95,51.95,4.5,43.09,27.78125,19.96260979665778,27.97543696428572,11.93000030517578,12.279999732971191,-0.3499994277954101,-1344.0,-0.20134310996426,35.0,12,2,1,0
2020-01-08 13:00:00+00:00,2020-01-08,27,51.95,51.95,2222.0,19605.0,3215.0,0.0,0.0,-536.0,548.0,0.0,0.0,-438.0,-358.0,-502.0,0.0,0.0,722.0,6470.0,2.0,0.0,77.0,-82.0,8148.0,38436.0,40953.0,1317.52,9.4,13.4,97.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,51.95,51.95,51.95,42.24,27.96583333333333,20.147280776696284,27.975585773809524,11.93000030517578,12.279999732971191,-0.3499994277954101,-1286.0,-0.20134310996426,35.0,13,2,1,0
2020-01-08 13:30:00+00:00,2020-01-08,28,14.0,14.0,2207.0,19680.0,3235.0,0.0,0.0,-536.0,548.0,0.0,0.0,-420.0,-360.0,-504.0,0.0,0.0,739.0,6471.0,3.0,0.0,101.0,26.0,7884.0,38464.0,40890.0,1136.69,9.25,12.7,97.5,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,51.95,51.95,51.95,41.41,28.168125,20.341463540334708,27.978413154761903,11.93000030517578,12.279999732971191,-0.3499994277954101,-1272.0,-0.20134310996426,35.0,13,2,1,0
2020-01-08 14:00:00+00:00,2020-01-08,29,4.5,4.5,2211.0,19671.0,3176.0,0.0,0.0,-536.0,1164.0,0.0,0.0,-456.0,-214.0,-272.0,0.0,0.0,737.0,6497.0,3.0,0.0,119.0,92.0,7427.0,38983.0,41066.0,776.223,9.1,12.0,98.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,14.0,14.0,51.95,11.85,27.59708333333333,20.346554829742463,27.86829410714286,11.93000030517578,12.279999732971191,-0.3499994277954101,-314.0,-0.20134310996426,35.0,14,2,1,0
2020-01-08 14:30:00+00:00,2020-01-08,30,51.95,51.95,2208.0,19989.0,3214.0,0.0,0.0,-536.0,1182.0,0.0,0.0,-456.0,-212.0,-270.0,0.0,0.0,735.0,6503.0,4.0,0.0,133.0,-8.0,6965.0,38788.0,40874.0,518.668,8.899999999999999,11.0,98.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,4.5,4.5,14.0,11.85,27.44395833333333,20.49470453032834,27.73064529761905,11.93000030517578,12.279999732971191,-0.3499994277954101,-292.0,-0.20134310996426,35.0,14,2,1,0
2020-01-08 15:00:00+00:00,2020-01-08,31,50.95,50.95,2209.0,20208.0,3225.0,0.0,0.0,-536.0,1460.0,0.0,0.0,-456.0,-146.0,-256.0,0.0,0.0,857.0,6501.0,6.0,0.0,129.0,186.0,6394.0,39162.0,41163.0,313.819,8.7,10.0,98.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,51.95,51.95,4.5,11.9,28.279375,20.662135829770172,27.86293696428572,11.93000030517578,12.279999732971191,-0.3499994277954101,66.0,-0.20134310996426,35.0,15,2,1,0
2020-01-08 15:30:00+00:00,2020-01-08,32,60.84,60.84,2209.0,21225.0,3186.0,0.0,0.0,-536.0,1464.0,0.0,0.0,-456.0,-146.0,-256.0,0.0,0.0,918.0,6502.0,96.0,0.0,112.0,148.0,6068.0,40046.0,42010.0,116.399,8.5,9.35,90.5,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,50.95,50.95,51.95,40.0,29.092916666666667,20.77197671970513,27.99225244047619,11.93000030517578,12.279999732971191,-0.3499994277954101,70.0,-0.20134310996426,35.0,15,2,1,0
2020-01-08 16:00:00+00:00,2020-01-08,33,22.5,22.5,2273.0,22045.0,3272.0,0.0,0.0,-536.0,1500.0,0.0,0.0,-456.0,-116.0,684.0,0.0,0.0,1016.0,6594.0,97.0,0.0,124.0,94.0,5650.0,41723.0,43445.0,13.931,8.3,8.7,83.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,60.84,60.84,50.95,49.5,29.527083333333334,21.217811963148943,28.02213339285714,11.93000030517578,12.279999732971191,-0.3499994277954101,1076.0,-0.20134310996426,35.0,16,2,1,0
2020-01-08 16:30:00+00:00,2020-01-08,34,60.84,60.84,2269.0,22742.0,3280.0,0.0,0.0,-536.0,1500.0,0.0,0.0,-456.0,-116.0,732.0,0.0,0.0,1019.0,6723.0,97.0,0.0,153.0,854.0,5224.0,42890.0,44611.0,0.007,7.5,7.15,90.5,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,22.5,22.5,60.84,51.75,28.964583333333334,21.03414933199267,27.93433577380952,11.93000030517578,12.279999732971191,-0.3499994277954101,1124.0,-0.20134310996426,35.0,16,2,1,0
2020-01-08 17:00:00+00:00,2020-01-08,35,4.5,4.5,2269.0,22850.0,3283.0,0.0,0.0,-536.0,1500.0,0.0,0.0,-456.0,292.0,538.0,0.0,0.0,1018.0,6742.0,96.0,0.0,255.0,1310.0,4883.0,43422.0,45024.0,0.0,6.7,5.6,98.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,60.84,60.84,22.5,49.5,29.15395833333333,21.28310245137381,27.964216726190475,11.93000030517578,12.279999732971191,-0.3499994277954101,1338.0,-0.20134310996426,35.0,17,2,1,0
2020-01-08 17:30:00+00:00,2020-01-08,36,18.0,18.0,2273.0,23191.0,3281.0,0.0,0.0,-536.0,1500.0,0.0,0.0,-456.0,314.0,536.0,0.0,0.0,1019.0,6744.0,96.0,0.0,261.0,1382.0,4486.0,43423.0,45021.0,0.0,6.550000000000001,6.449999999999999,99.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,4.5,4.5,60.84,49.0,28.21645833333333,21.358779099857863,27.822847678571428,11.93000030517578,12.279999732971191,-0.3499994277954101,1358.0,-0.20134310996426,35.0,17,2,1,0
2020-01-08 18:00:00+00:00,2020-01-08,37,19.15,19.15,2279.0,23236.0,3286.0,0.0,0.0,-536.0,1500.0,0.0,0.0,-456.0,302.0,836.0,0.0,0.0,1008.0,6755.0,96.0,0.0,214.0,1172.0,4181.0,43176.0,44778.0,0.0,6.4,7.3,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,18.0,18.0,4.5,12.15,27.570625,21.18494019558294,27.721657202380957,11.93000030517578,12.279999732971191,-0.3499994277954101,1646.0,-0.20134310996426,35.0,18,2,1,0
2020-01-08 18:30:00+00:00,2020-01-08,38,56.0,56.0,2279.0,23238.0,3283.0,0.0,0.0,-536.0,1500.0,0.0,0.0,-456.0,302.0,842.0,0.0,0.0,941.0,6740.0,97.0,0.0,206.0,966.0,3655.0,42274.0,43875.0,0.0,6.550000000000001,8.35,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,19.15,19.15,18.0,49.0,27.716458333333332,21.10045370991308,27.624186964285716,11.93000030517578,12.279999732971191,-0.3499994277954101,1652.0,-0.20134310996426,35.0,18,2,1,0
2020-01-08 19:00:00+00:00,2020-01-08,39,56.0,56.0,2278.0,22821.0,3266.0,0.0,0.0,-536.0,1008.0,0.0,0.0,-456.0,974.0,1018.0,0.0,0.0,1016.0,6746.0,93.0,0.0,166.0,740.0,3211.0,41593.0,43191.0,0.0,6.7,9.4,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,56.0,56.0,19.15,49.5,27.862291666666668,21.274157056539565,27.63757982142857,11.93000030517578,12.279999732971191,-0.3499994277954101,2008.0,-0.20134310996426,35.0,19,2,1,0
2020-01-08 19:30:00+00:00,2020-01-08,40,52.0,52.0,2277.0,22496.0,3275.0,0.0,0.0,-434.0,1006.0,0.0,0.0,-456.0,974.0,1020.0,0.0,0.0,1028.0,6752.0,83.0,0.0,120.0,148.0,2913.0,40557.0,42057.0,0.0,6.7,10.45,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,56.0,56.0,56.0,49.5,27.997708333333332,21.43489829342073,27.65558577380952,11.93000030517578,12.279999732971191,-0.3499994277954101,2110.0,-0.20134310996426,35.0,19,2,1,0
2020-01-08 20:00:00+00:00,2020-01-08,41,51.5,51.5,2272.0,21655.0,3282.0,0.0,0.0,-296.0,1802.0,0.0,0.0,-456.0,152.0,1020.0,0.0,0.0,824.0,6748.0,4.0,0.0,104.0,236.0,2742.0,39311.0,40671.0,0.0,6.7,11.5,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,52.0,52.0,56.0,49.0,28.049791666666668,21.491220324111517,27.66228220238095,11.93000030517578,12.279999732971191,-0.3499994277954101,2222.0,-0.20134310996426,35.0,20,2,1,0
2020-01-08 20:30:00+00:00,2020-01-08,42,19.15,19.15,2258.0,20497.0,3232.0,0.0,0.0,-194.0,2004.0,0.0,0.0,-456.0,102.0,1018.0,0.0,0.0,778.0,6743.0,4.0,0.0,109.0,60.0,2471.0,37971.0,39232.0,0.0,6.65,12.4,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,51.5,51.5,52.0,12.25,28.101875000000003,21.546032231485523,27.667490535714283,11.93000030517578,12.279999732971191,-0.3499994277954101,2474.0,-0.20134310996426,35.0,20,2,1,0
2020-01-08 21:00:00+00:00,2020-01-08,43,21.25,21.25,2252.0,19290.0,2996.0,0.0,0.0,-118.0,2004.0,0.0,0.0,-456.0,128.0,776.0,0.0,0.0,743.0,6746.0,3.0,0.0,104.0,-10.0,2482.0,36107.0,37291.0,0.0,6.6,13.3,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,19.15,19.15,51.5,20.1,28.245625000000004,21.46087136164476,27.57121077380953,11.93000030517578,12.279999732971191,-0.3499994277954101,2334.0,-0.20134310996426,35.0,21,2,1,0
2020-01-08 21:30:00+00:00,2020-01-08,44,50.0,50.0,2219.0,17782.0,2335.0,0.0,0.0,-170.0,2004.0,0.0,0.0,-456.0,130.0,772.0,0.0,0.0,742.0,6744.0,2.0,0.0,104.0,-10.0,2479.0,33802.0,35037.0,0.0,6.5,11.2,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,21.25,21.25,19.15,10.9,28.269583333333333,21.452224499871992,27.48728220238096,11.93000030517578,12.279999732971191,-0.3499994277954101,2280.0,-0.20134310996426,35.0,21,2,1,0
2020-01-08 22:00:00+00:00,2020-01-08,45,18.0,18.0,2216.0,14855.0,1929.0,0.0,0.0,-36.0,2004.0,0.0,0.0,-362.0,580.0,998.0,0.0,0.0,743.0,6743.0,2.0,0.0,133.0,96.0,2575.0,31649.0,32636.0,0.0,6.4,9.1,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,50.0,50.0,21.25,2.5,29.084166666666672,21.520876241091983,27.482817916666672,11.93000030517578,12.279999732971191,-0.3499994277954101,3184.0,-0.20134310996426,35.0,22,2,1,0
2020-01-08 22:30:00+00:00,2020-01-08,46,18.0,18.0,2223.0,12772.0,1927.0,0.0,0.0,0.0,2004.0,0.0,0.0,-292.0,594.0,1000.0,0.0,0.0,743.0,6742.0,2.0,0.0,104.0,-8.0,2722.0,29667.0,30568.0,0.0,6.35,9.3,100.0,11.96500015258789,12.050000190734863,11.824999809265137,-0.0658497142139822,36,18.0,18.0,50.0,2.5,29.407083333333336,21.22779039205631,27.38311553571429,11.93000030517578,12.279999732971191,-0.3499994277954101,3306.0,-0.20134310996426,35.0,22,2,1,0
